student_id,year,policy,overall_satisfaction,academic_satisfaction,social_satisfaction,diversity_satisfaction,career_prep_satisfaction
515,2020,Race-Conscious Admissions,1,1,1,2,1
516,2020,Race-Conscious Admissions,1,1,1,1,1
517,2020,Race-Conscious Admissions,3,3,2,4,2
518,2020,Race-Conscious Admissions,1,1,2,4,1
519,2020,Race-Conscious Admissions,2,1,1,4,2
520,2020,Race-Conscious Admissions,2,5,1,3,1
521,2020,Race-Conscious Admissions,4,3,5,4,3
522,2020,Race-Conscious Admissions,4,1,4,4,5
523,2020,Race-Conscious Admissions,2,3,1,4,1
524,2020,Race-Conscious Admissions,4,5,3,5,1
525,2020,Race-Conscious Admissions,3,1,3,3,4
526,2020,Race-Conscious Admissions,2,2,4,4,1
527,2020,Race-Conscious Admissions,2,2,2,2,1
528,2020,Race-Conscious Admissions,3,5,1,4,2
529,2020,Race-Conscious Admissions,2,2,1,4,2
530,2020,Race-Conscious Admissions,4,5,2,2,5
531,2020,Race-Conscious Admissions,4,3,5,4,3
532,2020,Race-Conscious Admissions,2,5,1,3,1
533,2020,Race-Conscious Admissions,3,1,5,4,4
534,2020,Race-Conscious Admissions,4,4,2,4,5
535,2020,Race-Conscious Admissions,3,4,4,2,1
536,2020,Race-Conscious Admissions,3,3,2,3,5
537,2020,Race-Conscious Admissions,4,1,2,5,5
538,2020,Race-Conscious Admissions,2,1,1,3,5
539,2020,Race-Conscious Admissions,1,1,1,3,3
540,2020,Race-Conscious Admissions,2,1,2,4,2
541,2020,Race-Conscious Admissions,4,4,1,5,5
542,2020,Race-Conscious Admissions,2,1,3,4,1
543,2020,Race-Conscious Admissions,3,5,3,2,1
544,2020,Race-Conscious Admissions,2,4,1,4,1
545,2020,Race-Conscious Admissions,3,5,1,2,1
546,2020,Race-Conscious Admissions,2,1,2,5,1
547,2020,Race-Conscious Admissions,2,2,4,3,1
548,2020,Race-Conscious Admissions,2,2,4,3,1
549,2020,Race-Conscious Admissions,2,1,2,4,4
550,2020,Race-Conscious Admissions,2,4,1,5,1
551,2020,Race-Conscious Admissions,4,2,4,5,3
552,2020,Race-Conscious Admissions,3,3,3,4,2
553,2020,Race-Conscious Admissions,3,1,3,4,4
554,2020,Race-Conscious Admissions,3,1,3,4,5
555,2020,Race-Conscious Admissions,3,1,5,3,2
556,2020,Race-Conscious Admissions,2,2,1,2,3
557,2020,Race-Conscious Admissions,2,4,1,3,1
558,2020,Race-Conscious Admissions,2,2,1,4,2
559,2020,Race-Conscious Admissions,3,4,3,5,2
560,2020,Race-Conscious Admissions,5,5,1,3,5
561,2020,Race-Conscious Admissions,4,4,3,4,5
562,2020,Race-Conscious Admissions,1,3,2,4,1
563,2020,Race-Conscious Admissions,2,2,1,3,1
564,2020,Race-Conscious Admissions,3,2,2,3,5
565,2020,Race-Conscious Admissions,4,3,3,4,5
566,2020,Race-Conscious Admissions,3,1,4,2,5
567,2020,Race-Conscious Admissions,2,1,2,4,1
568,2020,Race-Conscious Admissions,2,2,1,3,2
569,2020,Race-Conscious Admissions,1,1,1,4,1
570,2020,Race-Conscious Admissions,3,4,2,4,1
571,2020,Race-Conscious Admissions,3,2,2,3,5
572,2020,Race-Conscious Admissions,2,2,1,4,2
573,2020,Race-Conscious Admissions,2,2,1,3,1
574,2020,Race-Conscious Admissions,2,1,1,3,2
575,2020,Race-Conscious Admissions,3,1,2,4,3
576,2020,Race-Conscious Admissions,4,5,3,2,5
577,2020,Race-Conscious Admissions,4,3,4,5,4
578,2020,Race-Conscious Admissions,2,2,1,4,2
579,2020,Race-Conscious Admissions,1,1,3,3,1
580,2020,Race-Conscious Admissions,2,3,2,4,1
581,2020,Race-Conscious Admissions,1,2,1,5,1
582,2020,Race-Conscious Admissions,3,5,2,4,1
583,2020,Race-Conscious Admissions,3,3,3,3,4
584,2020,Race-Conscious Admissions,4,5,3,2,4
585,2020,Race-Conscious Admissions,3,3,1,4,5
586,2020,Race-Conscious Admissions,3,2,1,4,5
587,2020,Race-Conscious Admissions,2,4,1,2,3
588,2020,Race-Conscious Admissions,2,1,1,4,1
589,2020,Race-Conscious Admissions,1,1,1,5,1
590,2020,Race-Conscious Admissions,3,4,1,4,3
591,2020,Race-Conscious Admissions,2,2,1,5,2
592,2020,Race-Conscious Admissions,4,5,2,3,4
593,2020,Race-Conscious Admissions,3,3,1,4,2
594,2020,Race-Conscious Admissions,3,1,1,4,5
595,2020,Race-Conscious Admissions,2,3,4,3,1
596,2020,Race-Conscious Admissions,1,1,1,4,1
597,2020,Race-Conscious Admissions,4,4,1,5,5
598,2020,Race-Conscious Admissions,4,5,1,4,5
599,2020,Race-Conscious Admissions,2,5,3,1,1
600,2020,Race-Conscious Admissions,2,1,2,1,5
601,2020,Race-Conscious Admissions,1,2,1,5,1
602,2020,Race-Conscious Admissions,3,5,2,4,2
603,2020,Race-Conscious Admissions,2,4,1,2,1
604,2020,Race-Conscious Admissions,3,3,5,2,4
605,2020,Race-Conscious Admissions,2,2,1,1,4
606,2020,Race-Conscious Admissions,3,3,2,3,5
607,2020,Race-Conscious Admissions,1,1,2,2,1
608,2020,Race-Conscious Admissions,3,4,1,4,4
609,2020,Race-Conscious Admissions,3,5,1,4,3
610,2020,Race-Conscious Admissions,1,1,2,2,1
611,2020,Race-Conscious Admissions,4,4,2,4,4
612,2020,Race-Conscious Admissions,2,2,2,3,1
613,2020,Race-Conscious Admissions,3,3,2,4,2
614,2020,Race-Conscious Admissions,2,5,1,3,1
615,2020,Race-Conscious Admissions,4,5,2,4,4
616,2020,Race-Conscious Admissions,3,5,3,3,1
617,2020,Race-Conscious Admissions,3,4,1,3,3
618,2020,Race-Conscious Admissions,2,5,1,3,1
619,2020,Race-Conscious Admissions,4,4,3,5,4
620,2020,Race-Conscious Admissions,3,3,2,4,3
621,2020,Race-Conscious Admissions,3,5,3,4,2
622,2020,Race-Conscious Admissions,4,1,3,4,5
623,2020,Race-Conscious Admissions,3,3,3,3,4
624,2020,Race-Conscious Admissions,3,4,1,3,5
625,2020,Race-Conscious Admissions,2,3,1,5,1
626,2020,Race-Conscious Admissions,2,1,4,3,3
627,2020,Race-Conscious Admissions,2,1,3,2,3
628,2020,Race-Conscious Admissions,2,3,1,3,1
629,2020,Race-Conscious Admissions,3,2,1,4,3
630,2020,Race-Conscious Admissions,3,3,3,4,1
631,2020,Race-Conscious Admissions,4,5,1,4,5
632,2020,Race-Conscious Admissions,2,3,1,3,2
633,2020,Race-Conscious Admissions,3,2,1,5,5
634,2020,Race-Conscious Admissions,4,5,1,3,5
635,2020,Race-Conscious Admissions,1,1,1,3,1
636,2020,Race-Conscious Admissions,4,5,1,2,5
637,2020,Race-Conscious Admissions,2,3,2,5,1
638,2020,Race-Conscious Admissions,3,3,3,3,3
639,2020,Race-Conscious Admissions,3,2,1,3,5
640,2020,Race-Conscious Admissions,4,5,1,5,2
641,2020,Race-Conscious Admissions,1,1,1,1,2
642,2020,Race-Conscious Admissions,3,1,1,4,5
643,2020,Race-Conscious Admissions,3,2,3,5,1
644,2020,Race-Conscious Admissions,3,4,3,3,3
645,2020,Race-Conscious Admissions,2,5,1,4,1
646,2020,Race-Conscious Admissions,3,2,1,5,4
647,2020,Race-Conscious Admissions,3,2,3,5,2
648,2020,Race-Conscious Admissions,3,3,3,3,4
649,2020,Race-Conscious Admissions,2,2,4,1,3
650,2020,Race-Conscious Admissions,4,3,2,5,5
651,2020,Race-Conscious Admissions,3,4,2,3,3
652,2020,Race-Conscious Admissions,2,1,1,3,3
653,2020,Race-Conscious Admissions,2,2,3,3,2
654,2020,Race-Conscious Admissions,2,2,3,2,2
655,2020,Race-Conscious Admissions,3,3,3,4,1
656,2020,Race-Conscious Admissions,3,5,1,5,1
657,2020,Race-Conscious Admissions,4,5,2,5,3
658,2020,Race-Conscious Admissions,3,5,3,3,2
659,2020,Race-Conscious Admissions,5,5,3,4,5
660,2020,Race-Conscious Admissions,3,5,1,3,4
661,2020,Race-Conscious Admissions,4,5,3,5,2
662,2020,Race-Conscious Admissions,2,4,3,3,1
663,2020,Race-Conscious Admissions,4,4,2,4,5
664,2020,Race-Conscious Admissions,1,1,2,2,1
665,2020,Race-Conscious Admissions,3,2,3,4,2
666,2020,Race-Conscious Admissions,2,1,2,4,2
667,2020,Race-Conscious Admissions,2,4,1,4,2
668,2020,Race-Conscious Admissions,2,3,1,3,2
669,2020,Race-Conscious Admissions,4,4,2,5,3
670,2020,Race-Conscious Admissions,4,5,2,3,5
671,2020,Race-Conscious Admissions,4,5,3,3,3
672,2020,Race-Conscious Admissions,2,3,1,3,1
673,2020,Race-Conscious Admissions,3,5,1,4,3
674,2020,Race-Conscious Admissions,2,3,4,3,1
675,2020,Race-Conscious Admissions,1,1,3,1,3
676,2020,Race-Conscious Admissions,2,1,3,3,1
677,2020,Race-Conscious Admissions,3,5,3,5,1
678,2020,Race-Conscious Admissions,3,2,1,4,4
679,2020,Race-Conscious Admissions,2,3,2,2,4
680,2020,Race-Conscious Admissions,4,5,3,1,3
681,2020,Race-Conscious Admissions,3,4,3,2,1
682,2020,Race-Conscious Admissions,2,3,1,2,2
683,2020,Race-Conscious Admissions,2,1,2,4,5
684,2020,Race-Conscious Admissions,4,4,2,4,4
685,2020,Race-Conscious Admissions,4,2,2,5,5
686,2020,Race-Conscious Admissions,3,5,3,3,2
687,2020,Race-Conscious Admissions,3,5,2,4,1
688,2020,Race-Conscious Admissions,2,5,1,3,1
689,2020,Race-Conscious Admissions,4,5,2,4,2
690,2020,Race-Conscious Admissions,3,4,2,4,3
691,2020,Race-Conscious Admissions,3,3,4,2,2
692,2020,Race-Conscious Admissions,2,1,3,4,2
693,2020,Race-Conscious Admissions,3,5,4,3,1
694,2020,Race-Conscious Admissions,3,5,1,2,3
695,2020,Race-Conscious Admissions,4,1,4,2,5
696,2020,Race-Conscious Admissions,3,2,2,4,5
697,2020,Race-Conscious Admissions,3,5,1,4,4
698,2020,Race-Conscious Admissions,1,1,2,3,1
699,2020,Race-Conscious Admissions,2,3,1,2,1
700,2020,Race-Conscious Admissions,2,4,1,4,1
701,2020,Race-Conscious Admissions,3,4,2,3,4
702,2020,Race-Conscious Admissions,2,3,3,3,1
703,2020,Race-Conscious Admissions,3,3,2,4,1
704,2020,Race-Conscious Admissions,3,3,2,4,1
705,2020,Race-Conscious Admissions,3,3,3,3,2
706,2020,Race-Conscious Admissions,4,4,1,5,3
707,2020,Race-Conscious Admissions,2,2,2,3,2
708,2020,Race-Conscious Admissions,2,3,2,4,1
709,2020,Race-Conscious Admissions,2,1,1,3,3
710,2020,Race-Conscious Admissions,3,4,1,3,2
711,2020,Race-Conscious Admissions,2,1,2,4,1
712,2020,Race-Conscious Admissions,2,2,1,4,3
713,2020,Race-Conscious Admissions,1,2,1,4,1
714,2020,Race-Conscious Admissions,2,4,1,5,1
715,2020,Race-Conscious Admissions,2,1,1,3,3
716,2020,Race-Conscious Admissions,2,3,1,4,1
717,2020,Race-Conscious Admissions,5,5,5,4,3
718,2020,Race-Conscious Admissions,3,3,4,5,1
719,2020,Race-Conscious Admissions,3,3,1,3,4
720,2020,Race-Conscious Admissions,3,4,2,4,4
721,2020,Race-Conscious Admissions,3,3,2,3,3
722,2020,Race-Conscious Admissions,3,2,2,4,2
723,2020,Race-Conscious Admissions,2,4,2,4,1
724,2020,Race-Conscious Admissions,4,4,3,5,4
725,2020,Race-Conscious Admissions,2,1,1,4,3
726,2020,Race-Conscious Admissions,3,2,2,3,3
727,2020,Race-Conscious Admissions,2,1,2,4,4
728,2020,Race-Conscious Admissions,3,1,3,4,5
729,2020,Race-Conscious Admissions,3,5,1,3,1
730,2020,Race-Conscious Admissions,2,3,1,3,3
731,2020,Race-Conscious Admissions,3,1,3,4,5
732,2020,Race-Conscious Admissions,4,5,1,5,2
733,2020,Race-Conscious Admissions,4,5,4,3,4
734,2020,Race-Conscious Admissions,4,4,3,4,4
735,2020,Race-Conscious Admissions,4,5,2,3,5
736,2020,Race-Conscious Admissions,3,3,2,2,5
737,2020,Race-Conscious Admissions,2,2,3,1,4
738,2020,Race-Conscious Admissions,3,4,1,4,2
739,2020,Race-Conscious Admissions,3,1,3,3,5
740,2020,Race-Conscious Admissions,4,5,2,3,5
741,2020,Race-Conscious Admissions,2,1,3,2,1
742,2020,Race-Conscious Admissions,1,1,1,3,2
743,2020,Race-Conscious Admissions,1,2,2,3,1
744,2020,Race-Conscious Admissions,3,2,2,3,4
745,2020,Race-Conscious Admissions,4,4,2,4,5
746,2020,Race-Conscious Admissions,3,5,1,3,2
747,2020,Race-Conscious Admissions,2,1,3,3,1
748,2020,Race-Conscious Admissions,3,1,1,4,5
749,2020,Race-Conscious Admissions,3,3,3,2,3
750,2020,Race-Conscious Admissions,3,3,1,3,5
751,2020,Race-Conscious Admissions,3,4,3,2,3
752,2020,Race-Conscious Admissions,4,4,4,3,5
753,2020,Race-Conscious Admissions,4,5,1,5,1
754,2020,Race-Conscious Admissions,4,4,5,5,2
755,2020,Race-Conscious Admissions,3,3,3,3,3
756,2020,Race-Conscious Admissions,3,3,2,4,2
757,2020,Race-Conscious Admissions,1,3,1,2,1
758,2020,Race-Conscious Admissions,2,1,1,3,1
759,2020,Race-Conscious Admissions,3,4,3,4,1
760,2020,Race-Conscious Admissions,3,1,3,3,4
761,2020,Race-Conscious Admissions,1,1,1,1,1
762,2020,Race-Conscious Admissions,4,5,2,3,5
763,2020,Race-Conscious Admissions,3,2,1,5,3
764,2020,Race-Conscious Admissions,2,3,2,3,1
765,2020,Race-Conscious Admissions,3,2,3,4,5
766,2020,Race-Conscious Admissions,2,3,2,4,1
767,2020,Race-Conscious Admissions,2,1,1,4,4
768,2020,Race-Conscious Admissions,2,2,2,3,2
769,2020,Race-Conscious Admissions,3,5,2,5,1
770,2020,Race-Conscious Admissions,2,4,1,2,4
771,2020,Race-Conscious Admissions,3,3,2,4,3
772,2020,Race-Conscious Admissions,3,2,1,4,4
773,2020,Race-Conscious Admissions,1,1,3,1,1
774,2020,Race-Conscious Admissions,3,5,2,2,1
775,2020,Race-Conscious Admissions,3,2,2,4,4
776,2020,Race-Conscious Admissions,2,3,1,3,3
777,2020,Race-Conscious Admissions,1,1,2,3,1
778,2020,Race-Conscious Admissions,4,1,4,4,5
779,2020,Race-Conscious Admissions,4,5,1,4,5
780,2020,Race-Conscious Admissions,3,3,3,3,2
781,2020,Race-Conscious Admissions,1,2,2,3,1
782,2020,Race-Conscious Admissions,3,5,2,2,3
783,2020,Race-Conscious Admissions,2,5,1,2,4
784,2020,Race-Conscious Admissions,3,3,1,3,4
785,2020,Race-Conscious Admissions,3,4,2,3,4
786,2020,Race-Conscious Admissions,3,3,1,2,4
787,2020,Race-Conscious Admissions,3,5,2,1,3
788,2020,Race-Conscious Admissions,2,1,2,4,2
789,2020,Race-Conscious Admissions,3,3,3,3,3
790,2020,Race-Conscious Admissions,4,5,3,3,4
791,2020,Race-Conscious Admissions,3,5,3,4,2
792,2020,Race-Conscious Admissions,3,5,1,3,2
793,2020,Race-Conscious Admissions,1,3,1,4,1
794,2020,Race-Conscious Admissions,3,3,1,3,5
795,2020,Race-Conscious Admissions,2,2,2,4,3
796,2020,Race-Conscious Admissions,2,1,3,4,1
797,2020,Race-Conscious Admissions,4,5,5,4,1
798,2020,Race-Conscious Admissions,2,2,1,4,1
799,2020,Race-Conscious Admissions,3,1,3,4,3
800,2020,Race-Conscious Admissions,4,5,2,4,5
801,2020,Race-Conscious Admissions,4,5,3,5,3
802,2020,Race-Conscious Admissions,3,4,2,4,1
803,2020,Race-Conscious Admissions,3,5,1,3,4
804,2020,Race-Conscious Admissions,2,2,1,3,3
805,2020,Race-Conscious Admissions,2,1,1,5,1
806,2020,Race-Conscious Admissions,2,2,1,2,4
807,2020,Race-Conscious Admissions,4,5,1,3,5
808,2020,Race-Conscious Admissions,3,2,1,4,5
809,2020,Race-Conscious Admissions,2,3,2,2,3
810,2020,Race-Conscious Admissions,2,1,1,4,1
811,2020,Race-Conscious Admissions,2,1,3,5,2
812,2020,Race-Conscious Admissions,2,2,3,2,2
813,2020,Race-Conscious Admissions,3,5,3,2,1
814,2020,Race-Conscious Admissions,2,2,2,5,1
815,2020,Race-Conscious Admissions,2,2,1,3,4
816,2020,Race-Conscious Admissions,3,3,2,2,5
817,2020,Race-Conscious Admissions,3,2,1,4,3
818,2020,Race-Conscious Admissions,4,5,3,2,5
819,2020,Race-Conscious Admissions,3,4,2,4,1
820,2020,Race-Conscious Admissions,2,4,1,2,1
821,2020,Race-Conscious Admissions,3,2,1,4,4
822,2020,Race-Conscious Admissions,3,4,3,3,3
823,2020,Race-Conscious Admissions,2,1,1,3,4
824,2020,Race-Conscious Admissions,3,2,3,3,2
825,2020,Race-Conscious Admissions,4,1,4,4,5
826,2020,Race-Conscious Admissions,2,4,1,4,1
827,2020,Race-Conscious Admissions,3,5,1,3,2
828,2020,Race-Conscious Admissions,2,4,3,2,1
829,2020,Race-Conscious Admissions,4,4,3,4,4
830,2020,Race-Conscious Admissions,2,2,1,2,2
831,2020,Race-Conscious Admissions,3,3,4,4,1
832,2020,Race-Conscious Admissions,4,5,2,4,4
833,2020,Race-Conscious Admissions,3,2,2,4,4
834,2020,Race-Conscious Admissions,2,1,3,3,3
835,2020,Race-Conscious Admissions,2,2,2,3,1
836,2020,Race-Conscious Admissions,3,5,2,2,1
837,2020,Race-Conscious Admissions,2,2,2,3,2
838,2020,Race-Conscious Admissions,3,4,3,4,3
839,2020,Race-Conscious Admissions,3,4,4,4,1
840,2020,Race-Conscious Admissions,3,1,1,5,5
841,2020,Race-Conscious Admissions,4,4,2,3,5
842,2020,Race-Conscious Admissions,2,1,3,4,2
843,2020,Race-Conscious Admissions,3,4,3,3,3
844,2020,Race-Conscious Admissions,3,3,2,3,2
845,2020,Race-Conscious Admissions,3,4,1,3,5
846,2020,Race-Conscious Admissions,4,5,5,3,2
847,2020,Race-Conscious Admissions,3,2,1,5,4
848,2020,Race-Conscious Admissions,2,3,3,3,1
849,2020,Race-Conscious Admissions,1,1,1,2,1
850,2020,Race-Conscious Admissions,2,5,3,2,1
851,2020,Race-Conscious Admissions,2,3,4,3,1
852,2020,Race-Conscious Admissions,3,3,3,3,4
853,2020,Race-Conscious Admissions,2,1,3,3,3
854,2020,Race-Conscious Admissions,2,4,1,1,4
855,2020,Race-Conscious Admissions,4,5,3,4,2
856,2020,Race-Conscious Admissions,3,5,2,4,1
857,2020,Race-Conscious Admissions,2,1,4,4,1
858,2020,Race-Conscious Admissions,2,3,1,2,3
859,2020,Race-Conscious Admissions,2,1,2,3,2
860,2020,Race-Conscious Admissions,3,4,1,3,5
861,2020,Race-Conscious Admissions,2,4,3,2,1
862,2020,Race-Conscious Admissions,3,4,3,3,1
863,2020,Race-Conscious Admissions,3,5,2,4,2
864,2020,Race-Conscious Admissions,3,1,3,4,5
865,2020,Race-Conscious Admissions,2,1,1,3,3
866,2020,Race-Conscious Admissions,3,3,4,3,2
867,2020,Race-Conscious Admissions,3,4,1,5,1
868,2020,Race-Conscious Admissions,3,1,5,3,3
869,2020,Race-Conscious Admissions,3,4,2,1,5
870,2020,Race-Conscious Admissions,2,1,3,4,1
871,2020,Race-Conscious Admissions,2,3,4,2,1
872,2020,Race-Conscious Admissions,3,4,4,4,1
873,2020,Race-Conscious Admissions,3,4,3,3,3
874,2020,Race-Conscious Admissions,3,3,5,3,1
875,2020,Race-Conscious Admissions,3,1,3,5,5
876,2020,Race-Conscious Admissions,1,2,1,1,1
877,2020,Race-Conscious Admissions,1,3,1,3,1
878,2020,Race-Conscious Admissions,3,4,3,3,2
879,2020,Race-Conscious Admissions,3,5,1,3,4
880,2020,Race-Conscious Admissions,4,5,3,4,3
881,2020,Race-Conscious Admissions,2,3,2,2,1
882,2020,Race-Conscious Admissions,4,3,2,4,4
883,2020,Race-Conscious Admissions,2,3,3,2,1
884,2020,Race-Conscious Admissions,4,4,2,5,5
885,2020,Race-Conscious Admissions,2,1,3,4,1
886,2020,Race-Conscious Admissions,2,1,2,3,4
887,2020,Race-Conscious Admissions,3,2,1,2,5
888,2020,Race-Conscious Admissions,2,3,2,4,1
889,2020,Race-Conscious Admissions,2,1,3,5,3
890,2020,Race-Conscious Admissions,4,4,5,4,4
891,2020,Race-Conscious Admissions,3,2,3,4,4
892,2020,Race-Conscious Admissions,3,4,3,2,3
893,2020,Race-Conscious Admissions,3,2,4,3,3
894,2020,Race-Conscious Admissions,3,5,2,4,2
895,2020,Race-Conscious Admissions,3,3,3,4,3
896,2020,Race-Conscious Admissions,2,1,1,2,3
897,2020,Race-Conscious Admissions,3,5,1,3,2
898,2020,Race-Conscious Admissions,2,1,1,5,1
899,2020,Race-Conscious Admissions,3,4,1,4,4
900,2020,Race-Conscious Admissions,3,3,1,5,2
901,2020,Race-Conscious Admissions,3,2,3,3,3
902,2020,Race-Conscious Admissions,3,4,2,4,4
903,2020,Race-Conscious Admissions,2,2,1,3,2
904,2020,Race-Conscious Admissions,3,4,2,4,4
905,2020,Race-Conscious Admissions,4,4,3,4,3
906,2020,Race-Conscious Admissions,2,4,2,2,1
907,2020,Race-Conscious Admissions,3,2,2,3,4
908,2020,Race-Conscious Admissions,3,3,1,4,3
909,2020,Race-Conscious Admissions,3,2,3,2,3
910,2020,Race-Conscious Admissions,3,5,4,4,1
911,2020,Race-Conscious Admissions,3,3,3,3,5
912,2020,Race-Conscious Admissions,4,5,4,3,1
913,2020,Race-Conscious Admissions,1,2,1,1,2
914,2020,Race-Conscious Admissions,2,2,3,4,1
915,2020,Race-Conscious Admissions,2,2,2,3,1
916,2020,Race-Conscious Admissions,2,3,1,3,2
917,2020,Race-Conscious Admissions,1,1,2,2,1
918,2020,Race-Conscious Admissions,1,1,1,2,1
919,2020,Race-Conscious Admissions,4,5,3,3,4
920,2020,Race-Conscious Admissions,3,4,2,2,2
921,2020,Race-Conscious Admissions,2,3,2,2,2
922,2020,Race-Conscious Admissions,3,1,2,5,5
923,2020,Race-Conscious Admissions,2,3,1,2,2
924,2020,Race-Conscious Admissions,3,4,3,4,2
925,2020,Race-Conscious Admissions,3,1,4,4,2
926,2020,Race-Conscious Admissions,2,5,1,3,1
927,2020,Race-Conscious Admissions,4,5,3,3,3
928,2020,Race-Conscious Admissions,2,2,1,5,1
929,2020,Race-Conscious Admissions,3,5,1,2,2
930,2020,Race-Conscious Admissions,3,2,3,4,4
931,2020,Race-Conscious Admissions,4,2,3,5,5
932,2020,Race-Conscious Admissions,3,1,3,3,5
933,2020,Race-Conscious Admissions,4,5,3,3,3
934,2020,Race-Conscious Admissions,2,5,2,3,1
935,2020,Race-Conscious Admissions,4,5,3,5,4
936,2020,Race-Conscious Admissions,3,2,5,4,3
937,2020,Race-Conscious Admissions,3,3,3,3,2
938,2020,Race-Conscious Admissions,4,2,2,4,5
939,2020,Race-Conscious Admissions,2,1,2,2,2
940,2020,Race-Conscious Admissions,3,5,2,3,3
941,2020,Race-Conscious Admissions,4,2,3,3,5
942,2020,Race-Conscious Admissions,4,2,4,5,5
943,2020,Race-Conscious Admissions,3,2,4,3,4
944,2020,Race-Conscious Admissions,2,1,2,2,4
945,2020,Race-Conscious Admissions,2,3,2,4,1
946,2020,Race-Conscious Admissions,2,2,3,2,3
947,2020,Race-Conscious Admissions,3,2,3,5,4
948,2020,Race-Conscious Admissions,2,1,2,3,3
949,2020,Race-Conscious Admissions,3,3,1,4,5
950,2020,Race-Conscious Admissions,2,1,3,3,1
951,2020,Race-Conscious Admissions,3,5,2,3,1
952,2020,Race-Conscious Admissions,3,1,3,3,5
953,2020,Race-Conscious Admissions,2,3,2,3,2
954,2020,Race-Conscious Admissions,4,5,1,5,4
955,2020,Race-Conscious Admissions,4,3,4,4,5
956,2020,Race-Conscious Admissions,3,3,2,4,1
957,2020,Race-Conscious Admissions,3,5,1,4,3
958,2020,Race-Conscious Admissions,3,5,4,3,1
959,2020,Race-Conscious Admissions,1,3,2,2,1
960,2020,Race-Conscious Admissions,2,2,2,4,2
961,2020,Race-Conscious Admissions,3,5,3,4,1
962,2020,Race-Conscious Admissions,4,3,3,3,5
963,2020,Race-Conscious Admissions,4,4,4,5,4
964,2020,Race-Conscious Admissions,2,1,3,4,2
965,2020,Race-Conscious Admissions,4,5,3,1,4
966,2020,Race-Conscious Admissions,2,3,3,4,1
967,2020,Race-Conscious Admissions,3,3,2,5,1
968,2020,Race-Conscious Admissions,1,3,1,2,1
969,2020,Race-Conscious Admissions,2,1,3,2,1
970,2020,Race-Conscious Admissions,3,4,3,2,2
971,2020,Race-Conscious Admissions,2,3,2,2,2
972,2020,Race-Conscious Admissions,3,3,2,2,4
973,2020,Race-Conscious Admissions,3,4,2,5,1
974,2020,Race-Conscious Admissions,3,2,2,3,3
975,2020,Race-Conscious Admissions,2,2,1,3,2
976,2020,Race-Conscious Admissions,5,5,2,3,5
977,2020,Race-Conscious Admissions,3,2,1,4,3
978,2020,Race-Conscious Admissions,2,2,2,4,2
979,2020,Race-Conscious Admissions,4,4,3,4,4
980,2020,Race-Conscious Admissions,3,4,1,3,4
981,2020,Race-Conscious Admissions,3,3,1,4,4
982,2020,Race-Conscious Admissions,3,4,3,3,3
983,2020,Race-Conscious Admissions,3,3,2,4,2
984,2020,Race-Conscious Admissions,3,2,2,3,4
985,2020,Race-Conscious Admissions,2,3,1,3,4
986,2020,Race-Conscious Admissions,3,1,2,5,5
987,2020,Race-Conscious Admissions,4,3,3,3,5
988,2020,Race-Conscious Admissions,4,4,2,3,5
989,2020,Race-Conscious Admissions,3,4,2,1,4
990,2020,Race-Conscious Admissions,2,1,1,4,2
991,2020,Race-Conscious Admissions,2,3,1,3,1
992,2020,Race-Conscious Admissions,4,4,2,3,4
993,2020,Race-Conscious Admissions,2,4,2,2,1
994,2020,Race-Conscious Admissions,2,3,1,3,2
995,2020,Race-Conscious Admissions,3,3,2,4,3
996,2020,Race-Conscious Admissions,3,4,2,3,3
997,2020,Race-Conscious Admissions,4,5,3,4,1
998,2020,Race-Conscious Admissions,3,2,3,3,4
999,2020,Race-Conscious Admissions,2,4,1,3,1
1000,2020,Race-Conscious Admissions,3,5,3,4,1
1001,2020,Race-Conscious Admissions,3,5,1,3,4
1002,2020,Race-Conscious Admissions,2,1,4,2,1
1003,2020,Race-Conscious Admissions,3,3,3,3,1
1004,2020,Race-Conscious Admissions,1,1,3,3,1
1005,2020,Race-Conscious Admissions,3,3,1,4,4
1006,2020,Race-Conscious Admissions,3,2,3,3,3
1007,2020,Race-Conscious Admissions,3,3,2,4,1
1008,2020,Race-Conscious Admissions,3,4,2,3,2
1009,2020,Race-Conscious Admissions,3,1,2,4,5
1010,2020,Race-Conscious Admissions,2,1,2,3,5
1011,2020,Race-Conscious Admissions,2,3,1,3,2
1012,2020,Race-Conscious Admissions,3,3,4,3,1
1013,2020,Race-Conscious Admissions,5,5,5,5,5
1014,2020,Race-Conscious Admissions,4,5,2,4,3
1015,2020,Race-Conscious Admissions,3,3,3,3,2
1016,2020,Race-Conscious Admissions,3,4,2,2,3
1017,2020,Race-Conscious Admissions,2,2,2,3,1
1018,2020,Race-Conscious Admissions,2,3,1,4,1
1019,2020,Race-Conscious Admissions,4,5,3,4,5
1020,2020,Race-Conscious Admissions,3,1,4,2,5
1021,2020,Race-Conscious Admissions,4,4,2,4,4
1022,2020,Race-Conscious Admissions,2,1,1,3,2
1023,2020,Race-Conscious Admissions,3,4,1,4,4
1024,2020,Race-Conscious Admissions,2,3,2,3,1
1025,2020,Race-Conscious Admissions,2,4,2,3,1
1026,2020,Race-Conscious Admissions,3,4,2,2,5
1027,2020,Race-Conscious Admissions,2,1,1,3,1
1028,2020,Race-Conscious Admissions,2,2,1,2,3
1029,2020,Race-Conscious Admissions,2,3,3,2,2
